Emissor,RatingGrupo,TradingDesk,pl_emissor,PL
CEMIG DISTRIBUICAO S/A,Baa4,PAL,5443.470308299027,18720368.46087
ECORODOVIAS CONCESSOES E SERVICOS S/A,Baa4,APO,182970.55675687268,2279627646.384785
CIA SANEAMENTO BASICO EST. SP - SABESP,Baa1,RFA,58359.038029905954,6165720738.95119
ELETROMIDIA S.A.,Baa4,KCP,54154725.35233176,3424900701.5180855
ECORODOVIAS CONCESSOES E SERVICOS S/A,Baa4,348,9224.462503602683,9225719.601444999
ELEKTRO REDES S.A.,Baa3,PEM,33.720912396152244,4500317.361375
COPEL  DISTRIBUICAO S/A,Baa3,APO,8456.759604995177,2279627646.384785
ENERGISA PARAIBA - DISTRIBUIDORA DE ENERGIA S/A,Baa4,348,292.51188421913747,9225719.601444999
COMPANHIA ENERGETICA DE PERNAMBUCO-CELPE,Baa4,APP,1146211.2365545505,8430325498.580385
ECORODOVIAS CONCESSOES E SERVICOS S/A,Baa4,ID2,278964.42277755344,3488179932.21023
ENGIE BRASIL ENERGIA SA,Baa1,348,31.29251539527413,9225719.601444999
TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A,Baa3,FRA,15702.870174282007,78590201.440485
CEMIG DISTRIBUICAO S/A,Baa4,IRF,7248401.163838981,168954523.486945
ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,Baa4,KCP,5039149.161063951,3424900701.5180855
CIA SANEAMENTO BASICO EST. SP - SABESP,Baa1,KCP,2400065.552005351,3424900701.5180855
ENERGISA PARAIBA - DISTRIBUIDORA DE ENERGIA S/A,Baa4,BVP,622370.3836354149,1191376868.3027952
ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,Baa4,FRA,118239.26183154162,78590201.440485
JSL S.A,Ba5,PEM,860.3888847912,4500317.361375
CIA SANEAMENTO BASICO EST. SP - SABESP,Baa1,BVP,2457169.477148775,1191376868.3027952
UNIAO QUIMICA FARMACEUTICA NACIONAL S.A.,Baa4,PDA,260748.09430840352,1172652382.054455
TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A,Baa3,PDA,6827.1961876265805,1172652382.054455
ECORODOVIAS CONCESSOES E SERVICOS S/A,Baa4,KAT,669291.829188331,3004467197.6176753
JSL S.A,Ba5,APP,173121.66406126646,8430325498.580385
ELEKTRO REDES S.A.,Baa3,PID,40055.353632797545,3937179801.4903502
